businessName,instagramUrl,websiteUrl,listingUrl,city,neighborhood,businessType,dietaryTags,dohGrade,contactEmail,phone,address,googleRating,googleReviewCount
Bryant Park,https://www.instagram.com/bryantparknyc,https://bryantpark.org/,https://www.eatrealfoodnyc.com/restaurants/bryant-park,Manhattan,Midtown,Park,,NA,sponsorships@urbanmgt.com,12127684242,"New York, NY 10018",4.7,105720
Golden Corral Buffet & Grill,https://www.instagram.com/goldencorral,https://www.goldencorral.com/locations/location-detail/2674/golden-corral-e-tremont-ave-/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dlocalmaps%26utm_content%3D2674,https://www.eatrealfoodnyc.com/restaurants/golden-corral-buffet-grill-parkchester,Bronx,Parkchester,Buffet restaurant,,NA,aarmstrong@goldencorral.net,17188925200,"2375 E Tremont Ave, Bronx, NY 10462",4.7,17507
Brooklyn Botanic Garden,https://instagram.com/brooklynbotanic,https://bbg.org/,https://www.eatrealfoodnyc.com/restaurants/brooklyn-botanic-garden,Brooklyn,Crown Heights,Botanical garden,,NA,travisdemello@gmail.com,17186237200,"Brooklyn, NY 11238",4.7,14854
Hudson Yards,https://www.instagram.com/hudsonyards,https://www.hudsonyardsnewyork.com/%3Futm_source%3Dgoogle-gbp%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,https://www.eatrealfoodnyc.com/restaurants/hudson-yards,Manhattan,Hudson Yards,Shopping mall,,NA,christopher.obannon@related.com,16469543155,"20 Hudson Yards, New York, NY 10001",4.7,14629
New York Botanical Garden,https://www.instagram.com/nybg,https://www.nybg.org/,https://www.eatrealfoodnyc.com/restaurants/new-york-botanical-garden,Bronx,Belmont,Botanical garden,,NA,logane@kenyon.edu,17188178700,"2900 Southern Blvd, Bronx, NY 10458",4.7,12696
OLIO E PIÙ,https://www.instagram.com/olioepiu,https://www.olioepiu.com/,https://www.eatrealfoodnyc.com/restaurants/olio-e-pi,Manhattan,Greenwich Village,Restaurant,,NA,contact@olioepiu.nyc,12122436546,"3 Greenwich Ave, New York, NY 10014",4.7,10409
Ivan Ramen,https://www.instagram.com/ramenjunkie,http://www.ivanramen.com/en/new-york/,https://www.eatrealfoodnyc.com/restaurants/ivan-ramen,Manhattan,Lower East Side,Ramen restaurant,,A,dale@ivanramen.com,16466783859,"25 Clinton St, New York, NY 10002",4.7,8967
OBAO,http://instagram.com/obao_ny,https://www.obaony.com/,https://www.eatrealfoodnyc.com/restaurants/obao,Manhattan,Hell's Kitchen,Vietnamese restaurant,,C,info@obaony.com,12122458880,"647 9th Ave, New York, NY 10036",4.7,8727
Thai Villa,https://www.instagram.com/thaivillanyc,https://thaivillanyc.com/,https://www.eatrealfoodnyc.com/restaurants/thai-villa,Manhattan,Flatiron District,Thai restaurant,vegetarian,NA,info@thaivillanyc.com,12128029999,"5 E 19th St, New York, NY 10003",4.7,7513
Cornbread Brooklyn,https://www.instagram.com/cornbreadmaplewood,http://www.cornbreadsoul.com/,https://www.eatrealfoodnyc.com/restaurants/cornbread-brooklyn,Brooklyn,Crown Heights,Soul food restaurant,,NA,cornbreadmaplewood@gmail.com,17184937685,"409 Eastern Pkwy, Brooklyn, NY 11216",4.7,6913
Mojo,https://www.instagram.com/mojo_foresthills,http://www.mojolatin.com/,https://www.eatrealfoodnyc.com/restaurants/mojo,Queens,Forest Hills,Latin American restaurant,,NA,info@mojolatin.com,17182616162,"70-20 Austin St, Forest Hills, NY 11375",4.7,6181
THEP Thai Restaurant,http://www.instagram.com/thepnewyork,http://www.thepnewyork.com/,https://www.eatrealfoodnyc.com/restaurants/thep-thai-restaurant,Manhattan,Upper East Side,Thai restaurant,,NA,info@thepnewyork.com,12128999995,"1439 2nd Ave, New York, NY 10021",4.7,6068
Au Cheval,https://instagram.com/AuChevalDiner,https://www.auchevaldiner.com/nyc/home,https://www.eatrealfoodnyc.com/restaurants/au-cheval,Manhattan,Chinatown,New American restaurant,,NA,contact@auchevalchicago.com,16463502429,"33 Cortlandt Alley, New York, NY 10013",4.7,5847
Westfield World Trade Center,bbqbaonandmore,https://www.westfield.com/en/united-states/westfieldworldtradecenter,https://www.eatrealfoodnyc.com/restaurants/westfield-world-trade-center,Manhattan,Financial District,Restaurant,,NA,RHOPKINS@WESTFIELD.COM,12122849982,"185 Greenwich St, New York, NY 10007",4.7,5683
La Pecora Bianca NoMad,https://www.instagram.com/lapecorabianca,https://www.lapecorabianca.com/,https://www.eatrealfoodnyc.com/restaurants/la-pecora-bianca-nomad,Manhattan,Flatiron District,Italian restaurant,,NA,emily@lapecorabianca.com,12124989696,"1133 Broadway, New York, NY 10010",4.7,5671
One Vanderbilt,https://www.instagram.com/one_vanderbilt,http://www.onevanderbilt.com/,https://www.eatrealfoodnyc.com/restaurants/one-vanderbilt,Manhattan,Murray Hill,Business center,,NA,marketing@slgreen.com,12128840384,"1 Vanderbilt Ave, New York, NY 10017",4.7,5598
Soothr,https://www.instagram.com/soothr_nyc,http://soothrnyc.com/,https://www.eatrealfoodnyc.com/restaurants/soothr,Manhattan,Gramercy Park,Thai restaurant,,A,info@soothrnyc.com,12128449789,"204 E 13th St, New York, NY 10003",4.7,5468
L'industrie Pizzeria,https://www.instagram.com/lindustriebk,http://www.lindustriebk.com/,https://www.eatrealfoodnyc.com/restaurants/lindustrie-pizzeria,Brooklyn,Williamsburg,Pizza restaurant,,A,info@lindustriebk.com,17185990002,"254 S 2nd St, Brooklyn, NY 11211",4.7,5468
Fish Cheeks,https://www.instagram.com/fishcheeksnyc,https://www.fishcheeksnyc.com/,https://www.eatrealfoodnyc.com/restaurants/fish-cheeks,Manhattan,SoHo,Thai restaurant,,B,info@fishcheeksnyc.com,12126772223,"55 Bond St, New York, NY 10012",4.7,5137
Mamasita Bar & Grill,null,https://mamasitanyc.com/,https://www.eatrealfoodnyc.com/restaurants/mamasita-bar-grill,Manhattan,Hell's Kitchen,Mexican restaurant,,NA,info@mamasitanyc.com,12123159444,"818 10th Ave, New York, NY 10019",4.7,4870
Top Thai 55 Carmine,https://www.instagram.com/eater_ny,https://www.topthaivintage.com/,https://www.eatrealfoodnyc.com/restaurants/top-thai-55-carmine,Manhattan,Greenwich Village,Thai restaurant,halal,NA,topthaivintage@gmail.com,16466092272,"55 Carmine St, New York, NY 10014",4.7,4867
Marseille,https://www.instagram.com/p,https://marseillenyc.com/,https://www.eatrealfoodnyc.com/restaurants/marseille,Manhattan,Hell's Kitchen,French restaurant,,A,s.rahman@chefdriven.com,12123332323,"630 9th Ave, New York, NY 10036",4.7,4782
Barbounia,https://www.instagram.com/barbounianyc,https://barbounia.com/,https://www.eatrealfoodnyc.com/restaurants/barbounia,Manhattan,Flatiron District,Mediterranean restaurant,halal,A,b.balaj@chefdriven.com,12129950242,"250 Park Ave S, New York, NY 10003",4.7,4765
Boucherie Union Square,https://www.instagram.com/boucherie_us,https://www.boucherieus.com/,https://www.eatrealfoodnyc.com/restaurants/boucherie-union-square,Manhattan,Flatiron District,French restaurant,,NA,hunterfr@buffalo.edu,12123530200,"225 Park Ave S, New York, NY 10003",4.7,4753
Citizens Of Chelsea,http://instagram.com/citizens.of,https://www.citizens.coffee/%3Futm_source%3DGMB%26utm_medium%3DYext,https://www.eatrealfoodnyc.com/restaurants/citizens-of-chelsea,Manhattan,Chelsea,Restaurant,,A,alex@citizens.coffee,13475547496,"401 W 25th St, New York, NY 10001",4.7,4386
LOULOU,https://www.instagram.com/loulou.nyc,https://www.loulounyc.com/,https://www.eatrealfoodnyc.com/restaurants/loulou,Manhattan,Chelsea,French restaurant,,C,events@loulounyc.com,12123379577,"176 8th Ave, New York, NY 10011",4.7,4219
French Roast,https://www.instagram.com/frenchroastnyc,https://frenchroastnyc.com/,https://www.eatrealfoodnyc.com/restaurants/french-roast,Manhattan,Upper West Side,French restaurant,,A,nizza@chefdriven.com,12127991533,"2340 Broadway, New York, NY 10024",4.7,4050
Sala Thai,https://www.instagram.com/salathainyc/,http://salathainyc.com/,https://www.eatrealfoodnyc.com/restaurants/sala-thai-lincoln,Manhattan,Lincoln Square,Thai restaurant,,A,info@salathainyc.com,12124333999,"307 Amsterdam Ave, New York, NY 10023",4.7,3811
Angel,https://www.instagram.com/angel_indian_restaurant,https://www.angelindianrestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/angel,Queens,Jackson Heights,Indian restaurant,vegetarian,NA,info@angelindianrestaurant.com,13478480098,"75-18 37th Ave, Jackson Heights, NY 11372",4.7,3757
Manhatta,https://www.instagram.com/manhatta_nyc,https://www.manhattarestaurant.com/,https://www.eatrealfoodnyc.com/restaurants/manhatta,Manhattan,Financial District,New American restaurant,,A,press@ushgnyc.com,12122305788,"28 Liberty St 60th floor, New York, NY 10005",4.7,3715
Halal Bros Grill Rosedale,https://www.instagram.com/halalbrosgrill,http://halalbrosgrill.net/,https://www.eatrealfoodnyc.com/restaurants/halal-bros-grill-rosedale,Queens,Rosedale,Halal restaurant,halal,NA,halalbrosgrill82@gmail.com,17183018274,"247-14 S Conduit Ave, Rosedale, NY 11422",4.7,3708
Al-Basha Restaurant Dine-In Only,https://instagram.com/eatalbasha,http://www.albashausa.com/,https://www.eatrealfoodnyc.com/restaurants/al-basha-restaurant-dine-in-only,Manhattan,Hell's Kitchen,Middle Eastern restaurant,halal|vegan,NA,bakeram07@gmail.com,19733458558,"387 Crooks Ave, Paterson, NJ 07503",4.7,3680
Charm Bar & Restaurant,http://instagram.com/CharmbarBK,https://charmbarrestaurant.com/%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/charm-bar-restaurant,Brooklyn,Fort Greene,Caribbean restaurant,,NA,office@baro.com,13477992345,"448 Dean St, Brooklyn, NY 11217",4.7,3678
Hole In The Wall - Flatiron,https://www.instagram.com/holeinthewall,https://www.holeinthewallnyc.com/flatiron-district,https://www.eatrealfoodnyc.com/restaurants/hole-in-the-wall-flatiron,Manhattan,Flatiron District,Restaurant,,NA,info@holeinthewallnyc.com,13322090473,"37 W 24th St, New York, NY 10010",4.7,3573
Latitude Zero,null,https://www.facebook.com/latitudezeronj/,https://www.eatrealfoodnyc.com/restaurants/latitude-zero,Staten Island,Port Richmond,Ecuadorian restaurant,,NA,,12018580061,"269 Broadway, Bayonne, NJ 07002",4.7,3521
Empire Steak House West,https://www.instagram.com/empiresteakhouse_w54th,https://www.empiresteakhousenyc.com/,https://www.eatrealfoodnyc.com/restaurants/empire-steak-house-west,Manhattan,Midtown,Steak house,,NA,info@empiresteakhousenyc.com,12125869700,"237 W 54th St, New York, NY 10019",4.7,3442
The Best Sichuan 一品成都39,null,http://www.bestsichuan.com/,https://www.eatrealfoodnyc.com/restaurants/the-best-sichuan-39,Manhattan,Midtown,Delivery Chinese restaurant,,NA,bestsichuan39@gmail.com,12128890980,"47 W 39th St, New York, NY 10018",4.7,3298
Colombian House,https://instagram.com/colombianhouse,http://colombianhouse.com/,https://www.eatrealfoodnyc.com/restaurants/colombian-house,Bronx,Wakefield,Colombian restaurant,,NA,betancur@skymarketing.us,19143651911,"585 Main St, New Rochelle, NY 10801",4.7,3260
Halal Bros Grill Queens Village,https://www.instagram.com/halalbrosgrill,https://halalbrosgrill.net/,https://www.eatrealfoodnyc.com/restaurants/halal-bros-grill-queens-village,Queens,St. Albans,Halal restaurant,halal,NA,halalbrosgrill82@gmail.com,17184685500,"218-74 Hempstead Ave, Queens Village, NY 11429",4.7,3171
Pranakhon,https://www.instagram.com/pranakhon_nyc/,https://pranakhonnyc.com/,https://www.eatrealfoodnyc.com/restaurants/pranakhon,Manhattan,Greenwich Village,Thai restaurant,,A,info@pranakhonnyc.com,12127866789,"88 University Pl, New York, NY 10003",4.7,3119
L’industrie Pizzeria West Village,https://www.instagram.com/lindustriebk,https://www.lindustriebk.com/,https://www.eatrealfoodnyc.com/restaurants/lindustrie-pizzeria-west-village,Manhattan,West Village,Pizza restaurant,vegetarian,NA,info@lindustriebk.com,12122560648,"104 Christopher St, New York, NY 10014",4.7,3061
Le Monde,https://www.instagram.com/lemondenyc,https://lemondenyc.com/,https://www.eatrealfoodnyc.com/restaurants/le-monde,Manhattan,Morningside Heights,French restaurant,,NA,ada@chefdriven.com,12125313939,"2885 Broadway, New York, NY 10025",4.7,3027
Tanoreen,https://www.instagram.com/tanoreen,http://www.tanoreen.com/,https://www.eatrealfoodnyc.com/restaurants/tanoreen,Brooklyn,Bay Ridge,Palestinian restaurant,halal|vegetarian,NA,r.vichara@tanoreen.com,17187485600,"7523 3rd Ave, Brooklyn, NY 11209",4.7,2981
Arirang Hibachi Steakhouse,https://www.instagram.com/ariranghibachi,http://www.partyonthegrill.com/%3Futm_campaign%3Dgmb,https://www.eatrealfoodnyc.com/restaurants/arirang-hibachi-steakhouse-great,Staten Island,Great Kills,Japanese steakhouse,,NA,kayysaywhatt@aim.com,15164609690,"23A Nelson Ave, Staten Island, NY 10308",4.7,2931
DD Soup Dumpling & FuJi Hibachi,null,https://fjhibachi.com/,https://www.eatrealfoodnyc.com/restaurants/dd-soup-dumpling-fuji-hibachi,Manhattan,Hell's Kitchen,Teppanyaki restaurant,,NA,reservation@restaurant.com,12127571820,"321 W 42nd St, New York, NY 10036",4.7,2845
Cafe d’Alsace,https://www.instagram.com/p,https://cafedalsace.com/,https://www.eatrealfoodnyc.com/restaurants/cafe-dalsace,Manhattan,Yorkville,French restaurant,,NA,chef.greene@gmail.com,12127225133,"1703 2nd Ave, New York, NY 10128",4.7,2775
Salinas Restaurant,https://instagram.com/salinasnyc,http://www.salinasnyc.com/,https://www.eatrealfoodnyc.com/restaurants/salinas-restaurant,Manhattan,Chelsea,Spanish restaurant,,NA,donald@salinasnyc.com,12127761990,"136 9th Ave, New York, NY 10011",4.7,2675
Panini Grill,null,http://www.paninigrillsi.com/,https://www.eatrealfoodnyc.com/restaurants/panini-grill-new,Staten Island,New Brighton,Italian restaurant,,A,,17189812999,"538 Forest Ave, Staten Island, NY 10310",4.7,2634
Chi Restaurant & Bar,https://www.instagram.com/chi_restaurant_bar,https://chirestaurantnyc.com/,https://www.eatrealfoodnyc.com/restaurants/chi-restaurant-bar,Manhattan,Hudson Yards,Chinese restaurant,,A,info@chirestaurantnyc.com,12129181470,"492 9th Ave, New York, NY 10018",4.7,2551
Nan Xiang Xiao Long Bao,https://www.instagram.com/nanxiangsoupdumpling,https://nanxiangxiaolongbao.com/%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dktown,https://www.eatrealfoodnyc.com/restaurants/nan-xiang-xiao-long-bao,Manhattan,Midtown,Shanghainese restaurant,,NA,nanxiangxiaolongbao@gmail.com,12129703888,"24 W 33rd St, New York, NY 10001",4.7,2540
Primeclass Lounge - JFK T1,https://www.instagram.com/tavprimeclass,http://www.primeclass.com.tr/en/Services/Pages/New-York-John-F-Kennedy-Airport-Terminal-1-.aspx,https://www.eatrealfoodnyc.com/restaurants/primeclass-lounge-jfk-t1,Queens,South Ozone Park,Travel lounge,,NA,primeclasssales@tav.aero,13477502141,"next to gates 8 and 9, JFK Terminal 1, John F. Kennedy International Airport Post security, 5-00 Terminal Dr, Jamaica, NY 11430",4.7,2326
Jiang Nan Flushing,null,http://jiangnanny.com/,https://www.eatrealfoodnyc.com/restaurants/jiang-nan-flushing,Queens,Flushing,Chinese restaurant,,NA,jiangnannyc@gmail.com,17183538855,"133-42 39th Ave STE 101, Flushing, NY 11354",4.7,2287
Gyu-Kaku Japanese BBQ,https://www.instagram.com/gyukakujbbq,http://www.gyu-kaku.com/flushing,https://www.eatrealfoodnyc.com/restaurants/gyu-kaku-japanese-bbq-flushing,Queens,Flushing,Japanese restaurant,,NA,dperez@estiatoriomilos.com,13475423653,"40-52 Main St floor 2, Flushing, NY 11354",4.7,2271
Shake Shack,https://www.instagram.com/shakeshack,https://www.shakeshack.com/location/laguardia-airport-nyc/,https://www.eatrealfoodnyc.com/restaurants/shake-shack,Queens,College Point,Fast food restaurant,,A,ddykstra@shakeshack.com,18009375449,"LaGuardia Airport, Terminal B, LaGuardia Rd, East Elmhurst, NY 11371",4.7,2240
Mezcali,http://instagram.com/squarespace,https://www.mezcalinyc.com/,https://www.eatrealfoodnyc.com/restaurants/mezcali,Manhattan,Financial District,Mexican restaurant,,A,info@mezcalinyc.com,19174095881,"83 Maiden Ln, New York, NY 10038",4.7,2204
Haswell Green's,https://www.instagram.com/haswellgreensnyc,https://haswellgreens.com/,https://www.eatrealfoodnyc.com/restaurants/haswell-greens,Manhattan,Midtown,Cocktail bar,,A,info@haswellgreens.com,12122452801,"240 W 52nd St, New York, NY 10019",4.7,2198
Meijin,null,https://www.meijinramen.com/,https://www.eatrealfoodnyc.com/restaurants/meijin,Manhattan,Yorkville,Japanese restaurant,,NA,meijin@meijinramen.com,12123272800,"1574 2nd Ave, New York, NY 10028",4.7,2189
al Badawi,https://www.instagram.com/albadawi.nyc,http://www.albadawinyc.com/,https://www.eatrealfoodnyc.com/restaurants/al-badawi,Brooklyn,Cobble Hill,Middle Eastern restaurant,halal,A,albadawinyc@gmail.com,17186895888,"151 Atlantic Ave, Brooklyn, NY 11201",4.7,2141
Tartinery Café - Bar | Columbus Circle,https://www.instagram.com/tartinery,http://www.tartinery.com/,https://www.eatrealfoodnyc.com/restaurants/tartinery-caf-bar-columbus-circle,Manhattan,Lincoln Square,Cafe,vegetarian,NA,damion_85@hotmail.com,19174091991,"10 Columbus Cir 3rd Floor, New York, NY 10019",4.7,2104
GRIND THE NYC COFFEE SHOP & BAGEL HOUSE,null,http://grindnyc.com/,https://www.eatrealfoodnyc.com/restaurants/grind-the-nyc-coffee-shop-bagel-house,Manhattan,Hell's Kitchen,Coffee shop,,NA,info@grindnyc.com,16467558073,"602 9th Ave, New York, NY 10036",4.7,2090
Petite Boucherie,https://www.instagram.com/boucherie_us,https://www.boucherieus.com/,https://www.eatrealfoodnyc.com/restaurants/petite-boucherie,Manhattan,Greenwich Village,French restaurant,,NA,hunterfr@buffalo.edu,16467564145,"First Floor, 14 Christopher St, New York, NY 10014",4.7,2035
Bunna Cafe,http://instagram.com/bunnacafe,https://bunnaethiopia.net/,https://www.eatrealfoodnyc.com/restaurants/bunna-cafe,Brooklyn,Bushwick,Ethiopian restaurant,vegan|vegetarian,B,events@bunnaethiopia.net,13472952227,"1084 Flushing Ave, Brooklyn, NY 11237",4.7,1945
Dim Sum Sam,null,https://dimsumsam.us/,https://www.eatrealfoodnyc.com/restaurants/dim-sum-sam,Manhattan,Flatiron District,Hong Kong style fast food restaurant,,A,,16466697876,"28 E 23rd St, New York, NY 10010",4.7,1940
The Consulate UWS,https://www.instagram.com/theconsulatenyc,http://theconsulate.nyc/,https://www.eatrealfoodnyc.com/restaurants/the-consulate-uws,Manhattan,Upper West Side,French restaurant,,NA,metodiya@theoffice.nyc,16467819288,"519 Columbus Ave, New York, NY 10024",4.7,1922
Kame,null,http://www.kamenyc.com/,https://www.eatrealfoodnyc.com/restaurants/kame,Manhattan,Chelsea,Ramen restaurant,,A,#NAME?,19173918587,"330 8th Ave, New York, NY 10001",4.7,1911
Levain Bakery,https://www.instagram.com/levainbakery/,https://levainbakery.com/pages/harlem,https://www.eatrealfoodnyc.com/restaurants/levain-bakery,Manhattan,Morningside Heights,Bakery,,A,jmarino@levainbakery.com,19174643789,"2167 Frederick Douglass Blvd, New York, NY 10026",4.7,1911
Nizza,https://www.instagram.com/nizzanyc,https://nizzanyc.com/,https://www.eatrealfoodnyc.com/restaurants/nizza,Manhattan,Hell's Kitchen,Italian restaurant,,NA,nizza@chefdriven.com,12129561800,"630 9th Ave, New York, NY 10036",4.7,1908
Tacobee's,null,https://tacobees.com/tacobees-9h9hcw%3Futm_source%3Dgoogle,https://www.eatrealfoodnyc.com/restaurants/tacobees,Brooklyn,Crown Heights,Mexican restaurant,,NA,tacobees2@gmail.com,17182218226,"711 Nostrand Ave, Brooklyn, NY 11216",4.7,1884
Aroydee Thai Kitchen,null,http://aroydeethainyc.com/,https://www.eatrealfoodnyc.com/restaurants/aroydee-thai-kitchen,Manhattan,Financial District,Thai restaurant,,NA,,12125289922,"20 John St, New York, NY 10038",4.7,1852
UT47 Kitchen & Bar,https://www.instagram.com/ut47manhattan,https://ut47kitchen.com/,https://www.eatrealfoodnyc.com/restaurants/ut47-kitchen-bar,Manhattan,Hell's Kitchen,Restaurant,,NA,bonapgroup@gmail.com,16468430856,"683 9th Ave, New York, NY 10036",4.7,1804
